"gene_id" "sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10" "sample11" "sample12" "sample13" "sample14" "sample15" "sample16" "sample17" "sample18" "sample19" "sample20" "sample21" "sample22" "sample23" "sample24" "sample25" "sample26" "sample27" "sample28" "sample29" "sample30" "sample31" "sample32" "sample33"
"gene_id_11" 1.722209 0.821289 0.756555798823529 0.956589073627845 1.299745 1.070289 1.135318 1.577613 0.337207 1.409885 1.00283858323353 0.873720052704577 1.151226 0.76588356125 0.819473335517693 0.874201533659731 1.231124 1.128194 1.00785797596154 0.784480866216216 2.279023 1.802807 2.109106 0.693553972332016 1.13129628205128 1.959839 1.472202 1.199597 1.369895 1.57636039873418 0.950667 1.05162627475593 0.837593617249632
"gene_id_12" 0.677198 0.886116 0.756555798823529 0.956589073627845 0.879565 0.462477 0.994855 0.85122 1.003859 0.598122 1.00283858323353 0.873720052704577 0.654656 0.80155 0.819473335517693 1.007242 0.879512 0.469678 2.3557 0.784480866216216 0.912324 1.193716 1.510556 0.693553972332016 1.254891 0.884701 0.551487 0.887051 0.925913 1.57636039873418 0.651904 1.05162627475593 0.99633582260338
"gene_id_13" 0.65011 0.924954 0.756555798823529 0.956589073627845 0.935182 1.112221 0.68764 0.909508 1.652176 0.608571 1.00283858323353 0.873720052704577 0.885183 0.76588356125 0.819473335517693 0.874201533659731 0.467279 0.824746 0.508972 0.784480866216216 0.738449 0.846831 0.983659 0.693553972332016 0.474799 0.987748 1.270715 1.52913 0.970566 1.57636039873418 0.970335 1.05162627475593 0.178827401855571
"gene_id_14" 1.525405 1.206337 0.756555798823529 0.956589073627845 1.831361 1.374197 0.808163 2.786375 1.578 1.048136 1.00283858323353 0.873720052704577 1.267094 1.025505 0.819473335517693 1.990071 0.930277 1.360334 1.499547 0.784480866216216 4.055405 0.901785 2.128693 0.693553972332016 1.648754 1.709819 2.826081 2.439211 2.089541 2.210937 1.271658 1.05162627475593 0.871371611726747
"gene_id_15" 1.862706 1.673166 0.465405 0.248748 1.768156 0.222461 2.03618 2.283324 0.749612 0.532034 1.134261 1.702349 0.304551 0.065878 0.153415 0.258907 0.153143 1.377171 1.12291 0.664163 0.352233 1.242137 0.523956 0.377134 1.732508 0.318654 0.55215 0.370351 0.508248 1.125 1.864435 1.721378 1.04013010139666
"gene_id_16" 1.319103 0.729142 1.59011 0.185459 0.67828 0.38596 1.411349 1.136066 0.560253 1.024895 0.207238 0.137096 0.800837 0.444837 1.628109 0.977179 0.430126 0.881494 0.647564 0.502105 1.246512 1.418121 3.624137 0.148243 2.363804 2.400431 1.659645 1.397503 1.205412 2.1352 0.667635 0.989082 2.05448215055038
"gene_id_17" 1.087437 0.643951 0.651687 0.607427 0.839316 1.116834 0.648446 0.976119 0.899228 1.315311 0.761641 0.306891 1.005378 0.683733 0.581522 0.41785 0.394643 0.762172 0.858998 0.273935 1.47672 1.312948 1.40806077413793 0.609421 0.757974 1.30326788057325 0.211324 1.02096053521127 0.053519 1.438439 0.846536 0.726086 1.6259631637287
"gene_id_18" 0.857907 0.08173 0.992888 0.107371 1.00716959716312 0.525365 0.373484 0.584974 0.630003 1.378313 0.137991 0.873720052704577 0.921898 0.762265 0.819473335517693 0.794142 0.099106 0.33903 0.080272 0.784480866216216 0.317101 0.299916 1.411669 0.138623 0.517464 1.288022 1.17508 1.529586 1.52648 1.083732 0.171684 0.889109 0.72979224583461
"gene_id_19" 0.34555 0.755614 0.395056 0.769018 1.259258 0.734813200280112 1.033996 1.117797 0.689823 0.204167 0.090745 0.608475 0.676431 0.604523 0.275252 0.552158 0.583851 0.19739 0.689658 0.767681 1.403695 0.976143 0.360544 0.346249 0.603186 0.241955 0.193169 0.354452 0.429525 1.150794 0.443297 1.33642 1.64026195615242
"gene_id_20" 0.974156 1.115301 0.701809 1.210185 1.103613 1.14795 0.752361 1.591231 1.477157 0.919182 1.030508 0.690668 0.71994 1.059853 0.893832 0.716625 0.792965 0.894425 1.085405 1.664389 1.793588 2.368693 3.473697 0.554196 1.410942 1.627464 1.614949 1.842144 1.431817 1.242366 1.676289 1.623015 1.14970697960919
"gene_id_21" 0.303315 0.870911 0.445858 0.379475 0.467667 0.572871 0.603814 0.820641 0.855596 1.051006 0.068308 0.873720052704577 0.689169 0.531657 0.166939 0.953242 0.882517 0.190719 0.396344 0.784480866216216 1.49083974105622 0.269042 1.926658 0.165529 0.561132 0.775794 1.021276 0.561534 1.192967 1.57636039873418 1.234458 1.223105 0.405956046291276
"gene_id_22" 0.66115 0.304947 0.698793 0.47175 0.307609 0.578619 0.262987 0.697155 0.825678 0.410026 0.476802 1.082157 0.567102 0.82089 0.476968 1.146282 0.706838 0.607019 0.108709 0.471685 1.49083974105622 0.185245 0.565732 0.067391 0.457682 1.530669 1.201091 1.015743 0.684095 0.86875 0.702514 0.374636 0.997147480171971
"gene_id_23" 1.527437 0.387842 1.209785 0.429484 0.656961 1.254244 0.90732 1.069518 0.540793 0.963176 0.228075 1.023986 0.42194 0.718757 0.901965 0.400569 0.65101 1.013975 1.012789 0.330304 1.861352 1.227707 1.237619 0.746133 1.225411 1.419036 0.860043 0.774905 0.953668 1.736413 0.923208 0.404462 1.49929525222923
"gene_id_24" 1.839767 0.816367 0.07752 1.822508 0.619331 0.790289 0.32046 1.189925 0.126072 1.844853 0.173869 0.816183 1.173484 1.2124 0.092744 1.366593 0.907749 1.229386 1.904558 0.870638 1.93686 1.591633 3.903866 0.122905 2.260203 2.052993 1.771553 1.903551 1.316418 0.699357 1.035726 0.256266 0.90185029751477
"gene_id_25" 3.558931 2.102539 0.862813 0.525458 1.602198 1.801746 2.037528 2.62981 1.987462 2.206201 1.065178 1.740085 2.359291 1.441929 1.138425 1.605203 1.101608 2.242921 3.153576 0.784480866216216 2.942014 4.38811 5.621271 2.181674 3.322198 4.174328 2.558393 2.811447 2.748012 5.320029 3.147316 0.973191 0.788322219295477
"gene_id_26" 1.468684 0.933195 1.308301 0.956589073627845 0.567198 0.734813200280112 1.895575 1.174527 0.108546 1.591924 1.806942 0.782596 0.246826 0.479517 0.381689 0.611981 0.34085 0.154116 0.309485 0.522099 0.29966 0.977676 0.571215 0.639174 1.635503 0.722724 0.532947 0.76053 0.328431 1.064858 1.319918 2.326401 1.13134822137501
"gene_id_27" 2.197501 0.801063887728459 1.03643 0.956589073627845 1.00716959716312 0.734813200280112 2.072774 1.12254149630542 1.290877 0.867196157333333 1.00283858323353 0.873720052704577 0.786450588744589 0.76588356125 0.819473335517693 0.874201533659731 0.817411866205306 0.74546652404439 0.110306 0.784480866216216 1.49083974105622 0.993637386861314 0.360544 0.693553972332016 1.13129628205128 1.30326788057325 3.069658 1.02096053521127 0.811718250909091 1.57636039873418 3.604534 1.05162627475593 0.723437949658729
"gene_id_28" 0.938824 0.717062 0.935043 1.156304 1.00716959716312 0.518715 1.226537 0.806503 0.879173341067285 1.321175 1.00283858323353 0.873720052704577 0.505772 0.459795 0.793215 0.305094 0.896264 0.743968 0.812026 0.437272 0.746846 0.030792 1.314316 0.540668 0.768944 0.495136 1.209269 1.148656 1.113446 1.57636039873418 0.465441 0.380648 3.85416229290667
"gene_id_29" 0.281926 0.370535 0.588242 0.956589073627845 1.00716959716312 0.200227 0.87585556372549 0.108857 0.042024 0.867196157333333 0.603894 1.2102 0.592403 1.220156 0.382511 2.221697 0.730969 0.74546652404439 1.00785797596154 0.784480866216216 1.49083974105622 0.993637386861314 1.40806077413793 0.693553972332016 0.762874 1.30326788057325 0.106698 1.02096053521127 0.053519 0.52125 0.881575166197183 1.05162627475593 0.468024919409963
"gene_id_30" 0.773949 0.244365 0.808317 0.218029 1.00716959716312 0.104158 0.170595 1.12254149630542 1.11979 0.871835 1.259568 0.137096 0.786450588744589 0.59176 0.272049 0.672687 0.554139 0.74546652404439 0.824104 0.369012 1.49083974105622 1.323038 1.40806077413793 0.530448 1.13129628205128 0.879219 0.106698 0.170694 0.107038 2.601984 0.13898 0.256266 0.843098398969738
"gene_id_31" 1.718773 0.64792 1.392838 1.159637 1.561762 0.833695 0.776999 1.616587 1.567533 1.157628 0.995193 1.101888 1.34733 1.554224 0.359339 1.201168 1.338475 1.301252 0.841673 0.835836 1.49083974105622 1.321994 1.40806077413793 1.470724 0.862452 1.30326788057325 0.218043 1.975059 1.168908 1.948472 1.673844 1.097932 0.775760517005329
"gene_id_32" 1.082349 1.090172 0.504537 0.60804 0.960493 0.734813200280112 0.87585556372549 1.261292 1.005961 0.588934 0.970578 0.766695 0.786450588744589 0.102903 0.392564 1.111427 0.783822 0.06652 0.91421 0.946349 1.49083974105622 0.146073 1.40806077413793 0.784039 1.13129628205128 1.30326788057325 0.212729 1.02096053521127 0.107038 0.890306 0.881575166197183 1.102066 7.06872247239879
"gene_id_33" 0.628918 1.362185 0.716886 1.763224 1.445809 0.734813200280112 0.439228 2.024456 1.402335 0.482378 1.493889 0.873720052704577 0.786450588744589 0.76588356125 0.819473335517693 0.874201533659731 1.121478 0.399668 1.045857 0.784480866216216 1.49083974105622 0.365592 1.40806077413793 0.994386 0.411865 1.30326788057325 0.106078 1.02096053521127 0.107038 1.57636039873418 0.667385 0.256266 0.719315459520269
"gene_id_34" 1.608122 0.244321 0.524815 1.903487 0.593408 0.734813200280112 0.797915 0.849427 0.841023 0.867196157333333 1.283689 0.508701 0.786450588744589 0.065878 0.139734 0.146941 0.304831 0.647854 1.129285 0.293229 1.49083974105622 0.120166 1.40806077413793 1.065713 1.290486 1.30326788057325 0.106698 0.120641 1.352879 2.551304 0.498144 0.777576 0.764780085429703
"gene_id_35" 0.392146 0.236587 0.115068 0.214742 0.33956 0.734813200280112 0.171444 1.12254149630542 0.182749 0.867196157333333 0.12244 0.402269 0.414202 0.310321 0.358772 0.290982 0.109017 0.74546652404439 0.23976 0.48743 1.49083974105622 0.993637386861314 1.40806077413793 0.693553972332016 1.13129628205128 1.30326788057325 0.159345 0.168448 0.079926 1.57636039873418 0.881575166197183 1.05162627475593 1.28320840864994
"gene_id_36" 1.601957 2.410058 1.366912 1.404605 1.386653 1.113115 1.664782 3.491168 1.463974 1.567615 1.090881 2.452043 1.055251 1.563704 1.300045 1.845355 1.524168 2.194202 1.660639 0.964971 4.690181 3.139857 3.363347 0.831316 3.389475 2.403342 2.478225 3.008328 1.665752 2.826138 1.762115 1.551562 2.96539138637952
"gene_id_37" 0.964335 0.828425 0.997021 0.389513 0.855724 0.465667 0.258506 0.616771 1.074727 0.890113 0.543739 0.870429 0.586628 0.310913 0.819473335517693 0.699854 0.572033 0.603635 0.868874 1.749854 1.038109 0.487534 0.693619 0.693553972332016 0.391854 1.30326788057325 1.922427 1.116802 1.245536 1.57636039873418 1.396367 1.05162627475593 1.06583694106013
"gene_id_38" 1.40334 0.435375 1.093596 2.566924 0.645992 0.492039 1.159429 0.960766 2.47879 0.859407 2.042174 0.551969 0.693104 1.154309 1.517559 0.847186 0.750277 0.563099 2.223788 0.302744 1.761489 0.579899 1.674677 0.96907 2.23504 1.675742 0.55565 0.919059 0.664359 4.644179 0.491548 1.703814 8.26910848006153
"gene_id_39" 1.740097 2.841992 0.385427 0.956589073627845 2.401914 0.929588 1.818914 0.571482 0.770586 0.703967 1.823749 1.596068 0.682356 0.923539 1.053431 1.337048 1.247811 0.26798 2.681457 1.299825 1.49083974105622 1.768741 1.11729 1.430631 1.366791 0.483911 0.265078 0.170694 1.423328 0.788934 0.275092 1.062936 0.22890297873733
"gene_id_40" 0.173025 0.801063887728459 0.756555798823529 0.956589073627845 1.00716959716312 0.734813200280112 0.87585556372549 1.12254149630542 0.076001 0.867196157333333 0.345378 0.873720052704577 0.786450588744589 0.76588356125 0.819473335517693 0.874201533659731 0.817411866205306 0.74546652404439 1.00785797596154 0.784480866216216 1.49083974105622 0.993637386861314 1.40806077413793 0.693553972332016 1.13129628205128 1.30326788057325 0.086621 1.02096053521127 0.811718250909091 1.57636039873418 0.881575166197183 1.05162627475593 2.10600641689555
"gene_id_41" 2.577952 0.403259 0.45093 0.893942 0.561836 0.580903 1.93134 0.76893 1.04176 0.717945 0.485372 0.406336 0.352948 1.17216 2.43268 1.213256 0.786547 0.935136 0.831501 1.048368 0.831965 1.527533 0.60244 0.989915 1.124007 1.177584 0.895017 1.159583 0.680658 0.729744 0.603285 0.512532 1.03164770782407
"gene_id_42" 0.351605 0.801063887728459 0.368062 0.565739 0.50934 0.734813200280112 0.581801 0.126232 0.11762 0.867196157333333 0.415856 0.421446 0.148488 0.129458 0.446447 0.49405 0.26477 0.74546652404439 0.807122 0.302301 1.49083974105622 0.30153 1.40806077413793 0.693553972332016 1.294058 0.483911 0.51685 0.168878 0.254215 1.348905 0.881575166197183 1.05162627475593 0.234657568052636
"gene_id_43" 0.211727 1.077314 0.520721 0.626713 0.628065 1.035564 0.085722 1.696451 0.588155 1.51682 0.648291 0.166177 1.182617 0.065878 0.372594 0.121046 0.579357 0.928342 0.938178 0.097743 2.350528 0.092375 1.124001 0.182027 1.510481 1.669142 0.411881 1.513241 1.787938 1.140432 1.544901 2.246207 2.43915580379988
"gene_id_44" 1.418721 0.801063887728459 0.234058 2.302876 1.00716959716312 0.734813200280112 0.792496 2.016084 0.824016 0.867196157333333 0.99527 1.369547 0.786450588744589 0.76588356125 0.864699 0.293083 0.514475 0.141949 0.360703 1.198818 1.49083974105622 0.772612 0.721088 1.003126 1.143737 0.481417 0.890768105398458 0.341388 0.307704 1.622246 0.881575166197183 0.517974 0.307880945326699
"gene_id_45" 0.830868 0.08173 0.462089 0.833331 0.16978 0.114253 0.418571 0.605743 0.519639 0.08503 0.620506 0.541567 0.296976 0.436427 0.791676 0.50206 0.368358 0.74546652404439 0.080272 0.268688 1.49083974105622 0.993637386861314 1.40806077413793 0.693553972332016 1.13129628205128 0.967822 0.106698 0.170694 0.053519 1.57636039873418 0.881575166197183 1.05162627475593 1.44823052621071
"gene_id_46" 0.938115 0.381689 0.568044 1.729669 0.16978 0.327471 0.638021 1.370872 0.879173341067285 0.920145 0.771906 0.873720052704577 0.474925 2.006274 1.50245 1.135904 0.981473 0.714807 1.393173 1.010639 0.832273 0.993637386861314 1.40806077413793 0.237623 0.37198 0.813239 0.680583 0.39855 0.458136 1.57636039873418 0.525671 1.05162627475593 0.52342230477509
"gene_id_47" 1.262188 1.040244 1.379101 0.862546 1.627059 1.370262 0.87585556372549 1.12254149630542 0.042024 0.867196157333333 1.096026 0.873720052704577 0.786450588744589 1.298534 0.900195 0.877972 0.817411866205306 0.74546652404439 0.694197 0.784480866216216 1.49083974105622 0.993637386861314 1.40806077413793 0.693553972332016 1.13129628205128 1.30326788057325 0.106698 1.02096053521127 0.053519 1.57636039873418 0.881575166197183 1.05162627475593 11.7842242487376
"gene_id_48" 1.610192 0.479144 0.934781 2.291864 1.114459 1.751841 0.557326 0.603812 1.006147 1.012558 1.352564 0.745219 1.642945 0.912702 0.577804 1.092929 1.762399 0.359697 1.220214 1.514709 2.276478 1.574858 3.341998 0.324489 1.13129628205128 1.612212 1.202878 1.540891 1.576397 0.541071 0.418836 0.394439 0.542330070714813
"gene_id_49" 0.608215 0.5938 0.408966 0.279259 1.109407 0.261872 0.934402 0.499843 0.473035 0.867196157333333 1.595878 0.374641 0.585123 0.900448 0.574388 0.713084 1.099695 0.125533 0.386978 0.907625 0.544433 1.504723 1.40806077413793 0.693553972332016 1.13129628205128 1.30326788057325 0.053349 1.02096053521127 0.076809 1.747411 1.197892 1.16951 0.270318078799236
"gene_id_50" 0.855591 0.160147 0.697635 0.415356 0.67912 0.208317 0.87585556372549 0.106708 0.744266 0.867196157333333 0.181259 0.548385 1.178132 0.76588356125 0.184267 0.874879 1.072955 0.865215 1.00785797596154 0.389686 1.49083974105622 0.993637386861314 1.40806077413793 0.693553972332016 1.13129628205128 1.30326788057325 0.890768105398458 1.02096053521127 0.811718250909091 1.57636039873418 0.881575166197183 1.05162627475593 1.43261804741065
"gene_id_51" 0.952745 0.456415 0.640389 1.014259 1.272352 0.208317 0.168189 0.581266 0.806875 0.165808 0.204986 1.038014 1.667892 0.292602 0.819473335517693 0.638868 0.95413 0.915028 0.159553 0.361075 1.435411 0.330625 1.40806077413793 0.693553972332016 1.13129628205128 0.483911 0.156754 1.02096053521127 0.257351 1.57636039873418 0.411522 0.256266 3.70903276855771
"gene_id_52" 0.699193 1.173258 0.431378 0.744533 1.693333 0.312475 0.87585556372549 0.933878 0.682889 0.65115 0.546779 0.734186 0.888972 1.196211 0.66385 0.716337 0.738732 0.102068 0.520712 0.595462 1.49083974105622 0.993637386861314 1.40806077413793 0.693553972332016 1.13129628205128 1.30326788057325 0.890768105398458 1.02096053521127 0.811718250909091 1.57636039873418 0.881575166197183 1.05162627475593 2.70150022792929
"gene_id_53" 1.034493 0.801063887728459 0.361793 0.107371 1.302585 0.734813200280112 0.920801 0.108857 1.165508 0.867196157333333 0.365584 0.64466 0.786450588744589 0.325431 0.701099 0.146941 0.163525 0.205488 0.836818 0.784480866216216 1.49083974105622 1.9846 1.40806077413793 0.081936 0.829827 1.451733 0.320094 1.02096053521127 0.202137 1.57636039873418 0.881575166197183 0.254873 1.05298866690548
"gene_id_54" 0.821378 0.717885 1.139734 1.258816 0.557732 1.193583 0.72777 1.293534 0.042024 0.673247 0.481906 0.873720052704577 0.635511 0.43879 1.161342 0.632969 0.46138 0.49139 1.597568 0.784480866216216 1.49083974105622 0.954661 2.194392 1.089702 0.685971 0.483911 1.198105 0.170694 0.214076 2.761456 0.881575166197183 0.589332 0.954896362164369
"gene_id_55" 0.826249 0.811081 0.442804 0.855255 0.496948 0.734813200280112 0.335745 1.702406 0.042024 0.960001 1.96967 0.484201 1.578634 0.535955 0.819473335517693 0.818613 0.411558 0.52174 1.113815 0.492413 1.49083974105622 0.554343 1.40806077413793 0.693553972332016 1.13129628205128 0.555074 0.890768105398458 0.168709 0.811718250909091 1.419903 0.881575166197183 1.165786 1.44774587486387
"gene_id_56" 0.37977 0.801063887728459 0.369443 0.646126 1.977966 0.734813200280112 0.472312 0.404436 0.537921 0.477872 0.321973 0.190044 0.413717 0.1894 0.618933 0.146941 0.548 0.256421 0.394019 0.231406 1.49083974105622 0.701071 1.40806077413793 0.693553972332016 0.303514 0.967822 0.890768105398458 1.02096053521127 0.159282 1.57636039873418 0.881575166197183 0.182321 0.225552575694887
"gene_id_57" 0.550358 0.572888 1.487326 1.490352 1.329199 0.730942 0.352866 0.986139 0.323973 0.504188 1.289855 0.856322 0.148488 0.798985 0.966879 0.828584 1.025763 0.559106 0.82524 1.107412 2.217941 1.052566 0.749804 0.710205 0.188752 0.817314 0.955577 1.023945 1.144371 1.878587 0.957581 0.709079 4.83667992465915
"gene_id_58" 0.349596 0.323695 0.562442 0.214742 1.00716959716312 0.511199 0.764731 1.027696 0.743437 0.422912 0.712433 0.873720052704577 0.296975 0.760201 0.341688 0.843944 0.489141 0.550223 0.642177 0.48743 0.599321 0.833806 1.40806077413793 0.446878 1.13129628205128 0.961455 0.426793 1.014054 0.843621 1.57636039873418 0.849418 0.768797 0.419632706310026
"gene_id_59" 0.28158 0.801063887728459 0.107378 0.181809 1.00716959716312 0.734813200280112 0.87585556372549 1.12254149630542 0.879173341067285 0.867196157333333 0.265436 0.873720052704577 0.158979 0.257667 0.819473335517693 0.874201533659731 0.153491 0.13898 0.248535 0.784480866216216 1.49083974105622 0.993637386861314 1.40806077413793 0.693553972332016 1.13129628205128 1.30326788057325 0.212046 1.02096053521127 0.811718250909091 1.57636039873418 0.881575166197183 0.287046 1.37456334128562
"gene_id_60" 1.107009 0.562534 0.159862 0.145633 0.185466 0.305965 0.727028 1.566093 1.065442 0.50245 1.049516 0.883979 0.786450588744589 1.54886 0.760753 1.412416 0.546606 0.258807 1.496639 0.662295 1.49083974105622 0.766438 1.40806077413793 0.478403 0.377504 1.30326788057325 0.890768105398458 1.02096053521127 1.107803 0.918327 0.208469 1.640651 0.281644647178906
"gene_id_61" 1.056226 1.643574 1.419756 1.515741 1.570944 0.881776 0.755155 1.764625 1.970561 1.208926 0.980708 1.777855 1.643225 1.116172 1.029929 0.723146 1.262167 0.690638 1.252093 1.291832 2.101504 1.260671 2.264438 1.092392 1.822616 2.329163 1.490109 1.684454 1.322237 2.313223 0.928459 1.762795 1.69187064801703
"gene_id_62" 0.885175 0.801063887728459 1.071557 1.227116 1.00716959716312 0.208317 1.085373 1.12254149630542 0.351367 0.500176 0.914525 1.081805 0.786450588744589 0.543959 0.092744 1.046688 0.573329 0.308232 0.28024 1.049727 1.49083974105622 1.123162 0.717082 0.744494 2.439017 1.30326788057325 0.572613 0.507107 0.214076 0.832417 0.132974 1.117346 0.757080365019564
"gene_id_63" 1.459448 0.235922 0.637536 0.229219 1.00716959716312 0.312475 0.963219 0.069124 0.91527 0.513887 1.345534 0.599997 0.149406 0.656611 0.301107 0.393049 0.417852 0.161122 0.321088 1.263592 0.510571 0.735947 0.360544 0.858112 1.52185 1.30326788057325 0.115378 0.219263 0.208233 1.091232 0.06949 0.771848 0.454160852572044
"gene_id_64" 0.411458 0.1109 0.756555798823529 0.956589073627845 0.16978 0.23037 0.091543 0.382209 0.303771 0.312154 0.27429 0.873720052704577 0.49844 0.352779 0.375756 0.419629 0.426666 0.217025 0.229932 0.784480866216216 0.29966 0.361491 1.40806077413793 0.104495 1.13129628205128 0.48633 0.427684 0.136555 0.337757 1.187008 0.270415 0.272451 1.81952200741436
"gene_id_65" 2.300323 1.903497 1.488315 2.612013 2.878624 1.718878 1.588072 2.194831 1.237244 1.630115 1.419988 1.638359 1.455477 1.543426 1.51114 1.196668 1.390442 1.520105 1.42341 1.320662 3.273636 1.475943 2.595722 1.30646 2.041937 2.155445 1.949826 1.955867 2.119873 2.278271 1.905224 1.468887 2.44722320150909
"gene_id_66" 0.854516 0.646058 0.944988 0.598835 0.825977 0.50502 1 0.912631 1.321597 0.666619 1.452475 0.692157 0.326322 1.083892 0.722309 0.605182 0.908366 0.567406 0.78968 0.878091 0.888488 1.179016 1.136935 0.944225 0.552897 0.96899 0.643219 0.993484 0.812714 0.676119 0.461148 1.484643 1.69124009158558
"gene_id_67" 0.736008 0.370027 0.65725 0.570539 0.272187 0.167352 0.573537 0.436629 0.836354 0.288759 0.521306 0.603468 0.236017 0.710252 1.025026 0.90871 0.838068 0.347393 0.6292 0.605062 0.898981 0.831691 1.40806077413793 0.885196 1.056027 1.072913 0.410965 0.286681 0.561977 2.407797 0.332187 1.204954 1.31076052402619
"gene_id_68" 0.889838 0.323827 0.752435 0.462277 0.534022 0.575761 1.062105 0.203663 0.535868 0.548852 0.896791 1.190451 0.971936 0.494583 0.724813 0.619539 1.187642 0.412821 0.36537 1.619685 0.89898 2.410726 1.40806077413793 0.962536 0.503914 1.30224 0.55301 0.498531 0.287668 1.140789 0.426887 0.329776 0.158004108428067
"gene_id_69" 1.048221 0.397299 0.756555798823529 0.322113 0.33956 0.208317 0.87585556372549 1.12254149630542 1.034226 0.675822 1.00283858323353 0.873720052704577 0.786450588744589 0.76588356125 0.246659 0.145756 1.120018 0.595783 0.481633 0.195486 0.594564 0.993637386861314 1.40806077413793 0.693553972332016 1.13129628205128 1.30326788057325 0.890768105398458 1.02096053521127 0.811718250909091 1.57636039873418 0.116395 1.05162627475593 2.92934158452829
